passenger_id,gender,age_group,state,travel_type,occupation,travel_frequency
P00477,Male,36-50,Andhra Pradesh,Business,IT Employee,High
P00478,Female,36-50,Delhi,Business,Business Owner,Low
P00479,Male,50+,Karnataka,Business,Business Owner,Medium
P00480,Male,50+,Andhra Pradesh,Business,IT Employee,High
P00481,Male,50+,Karnataka,Business,Business Owner,Medium
P00482,Female,18-25,Andhra Pradesh,Personal,Student,Medium
P00483,Male,18-25,Karnataka,Personal,Government Employee,Medium
P00484,Male,50+,Karnataka,Personal,Government Employee,Low
P00485,Female,26-35,Tamil Nadu,Personal,Student,Medium
P00486,Female,18-25,Karnataka,Business,Teacher,High
P00487,Male,36-50,Karnataka,Personal,Student,High
P00488,Male,26-35,Telangana,Personal,Doctor,Low
P00489,Male,36-50,Delhi,Business,Government Employee,High
P00490,Female,36-50,Karnataka,Personal,Business Owner,High
P00491,Male,26-35,Telangana,Personal,Student,Low
P00492,Female,18-25,Telangana,Personal,Business Owner,Low
P00493,Female,26-35,Delhi,Business,IT Employee,Medium
P00494,Female,36-50,Maharashtra,Personal,IT Employee,Medium
P00495,Female,36-50,Tamil Nadu,Personal,Business Owner,High
P00496,Male,18-25,Andhra Pradesh,Business,IT Employee,Medium
P00497,Male,26-35,Karnataka,Personal,Doctor,Medium
P00498,Female,18-25,Telangana,Business,Student,Low
P00499,Male,50+,Andhra Pradesh,Personal,Doctor,Medium
P00500,Male,18-25,Andhra Pradesh,Business,Teacher,High
P00501,Female,26-35,Tamil Nadu,Business,IT Employee,Low
P00502,Male,26-35,Telangana,Personal,Doctor,Medium
P00503,Female,50+,Maharashtra,Business,Business Owner,Low
P00504,Female,36-50,Karnataka,Business,Doctor,Low
P00505,Female,26-35,Maharashtra,Business,IT Employee,Medium
P00506,Female,26-35,Karnataka,Personal,Business Owner,Medium
P00507,Female,50+,Delhi,Personal,Teacher,Medium
P00508,Female,26-35,Telangana,Personal,IT Employee,Low
P00509,Male,36-50,Andhra Pradesh,Business,Student,Medium
P00510,Male,36-50,Karnataka,Business,IT Employee,Low
P00511,Female,50+,Tamil Nadu,Business,Student,Medium
P00512,Female,18-25,Tamil Nadu,Personal,Government Employee,High
P00513,Male,36-50,Andhra Pradesh,Business,Student,Medium
P00514,Male,18-25,Maharashtra,Business,Student,High
P00515,Male,36-50,Delhi,Personal,Doctor,High
P00516,Male,36-50,Delhi,Business,Business Owner,Low
P00517,Female,26-35,Maharashtra,Business,IT Employee,Medium
P00518,Female,18-25,Tamil Nadu,Personal,IT Employee,Low
P00519,Female,26-35,Karnataka,Personal,Teacher,High
P00520,Male,26-35,Telangana,Business,Student,High
P00521,Female,50+,Telangana,Personal,Teacher,High
P00522,Female,26-35,Maharashtra,Business,Teacher,Medium
P00523,Female,18-25,Karnataka,Personal,Teacher,High
P00524,Male,36-50,Telangana,Business,Doctor,High
P00525,Male,26-35,Delhi,Personal,Teacher,Low
P00526,Female,36-50,Maharashtra,Personal,Doctor,Medium
P00527,Male,50+,Tamil Nadu,Personal,IT Employee,Medium
P00528,Male,18-25,Maharashtra,Personal,Teacher,High
P00529,Male,26-35,Telangana,Business,IT Employee,High
P00530,Female,36-50,Telangana,Business,Teacher,Medium
P00531,Female,26-35,Andhra Pradesh,Personal,Teacher,High
P00532,Female,18-25,Tamil Nadu,Personal,Government Employee,High
P00533,Male,50+,Maharashtra,Personal,Doctor,Medium
P00534,Female,50+,Karnataka,Personal,IT Employee,Medium
P00535,Male,26-35,Telangana,Personal,IT Employee,Low
P00536,Male,26-35,Andhra Pradesh,Business,Business Owner,High
P00537,Female,18-25,Telangana,Personal,Doctor,High
P00538,Female,26-35,Telangana,Business,Doctor,High
P00539,Male,18-25,Telangana,Personal,Teacher,Low
P00540,Male,26-35,Maharashtra,Business,Business Owner,High
P00541,Female,36-50,Karnataka,Business,Teacher,Medium
P00542,Female,36-50,Andhra Pradesh,Business,Student,Medium
P00543,Female,36-50,Andhra Pradesh,Business,Government Employee,Medium
P00544,Female,26-35,Delhi,Personal,IT Employee,High
P00545,Female,50+,Karnataka,Business,Teacher,High
P00546,Male,18-25,Telangana,Personal,Doctor,High
P00547,Male,36-50,Maharashtra,Business,Government Employee,Low
P00548,Male,26-35,Telangana,Business,Doctor,Low
P00549,Female,36-50,Tamil Nadu,Business,IT Employee,High
P00550,Male,36-50,Tamil Nadu,Personal,Government Employee,Medium
P00551,Female,18-25,Delhi,Business,Government Employee,High
P00552,Female,18-25,Andhra Pradesh,Personal,Business Owner,Low
P00553,Male,36-50,Andhra Pradesh,Personal,IT Employee,Medium
P00554,Male,18-25,Telangana,Personal,Student,Low
P00555,Male,18-25,Karnataka,Business,Doctor,Medium
P00556,Female,26-35,Telangana,Personal,Teacher,Medium
P00557,Female,50+,Telangana,Business,Government Employee,Low
P00558,Male,50+,Delhi,Business,IT Employee,Low
P00559,Female,18-25,Andhra Pradesh,Personal,Student,Medium
P00560,Female,50+,Andhra Pradesh,Personal,Doctor,Low
P00561,Male,50+,Telangana,Business,Student,Medium
P00562,Female,18-25,Tamil Nadu,Business,Teacher,Medium
P00563,Female,36-50,Telangana,Personal,Teacher,Medium
P00564,Male,26-35,Delhi,Personal,Government Employee,Low
P00565,Female,26-35,Karnataka,Business,Doctor,Low
P00566,Female,26-35,Andhra Pradesh,Personal,Student,Low
P00567,Male,50+,Telangana,Business,Teacher,High
P00568,Male,50+,Tamil Nadu,Personal,Student,High
P00569,Female,50+,Maharashtra,Business,Teacher,Medium
P00570,Male,50+,Delhi,Business,Doctor,Low
P00571,Female,50+,Tamil Nadu,Personal,Teacher,Low
P00572,Male,18-25,Andhra Pradesh,Personal,Business Owner,High
P00573,Female,26-35,Karnataka,Personal,IT Employee,Medium
P00574,Male,26-35,Telangana,Business,Doctor,Medium
P00575,Male,50+,Telangana,Personal,IT Employee,Medium
P00576,Female,36-50,Maharashtra,Personal,Doctor,Medium
P00577,Male,50+,Telangana,Personal,Business Owner,High
P00578,Female,36-50,Tamil Nadu,Business,Government Employee,Low
P00579,Female,50+,Delhi,Business,IT Employee,Medium
P00580,Female,50+,Andhra Pradesh,Business,Business Owner,High
P00581,Male,50+,Telangana,Business,Student,Low
P00582,Female,36-50,Delhi,Business,Business Owner,Medium
P00583,Female,18-25,Delhi,Personal,IT Employee,High
P00584,Female,50+,Telangana,Business,Student,Medium
P00585,Male,26-35,Delhi,Business,Business Owner,Medium
P00586,Male,26-35,Delhi,Business,Business Owner,Medium
P00587,Female,26-35,Tamil Nadu,Personal,Government Employee,High
P00588,Female,50+,Delhi,Personal,Teacher,High
P00589,Female,18-25,Tamil Nadu,Personal,Government Employee,Low
P00590,Male,50+,Maharashtra,Personal,Teacher,Low
P00591,Male,26-35,Andhra Pradesh,Business,Business Owner,High
P00592,Male,26-35,Telangana,Personal,Teacher,High
P00593,Male,50+,Tamil Nadu,Personal,IT Employee,High
P00594,Male,50+,Karnataka,Personal,Government Employee,High
P00595,Female,18-25,Karnataka,Personal,Doctor,Low
P00596,Male,26-35,Delhi,Personal,Doctor,Low
P00597,Female,26-35,Karnataka,Personal,Government Employee,Low
P00598,Male,18-25,Karnataka,Business,IT Employee,High
P00599,Male,18-25,Tamil Nadu,Business,IT Employee,High
P00600,Female,26-35,Telangana,Business,IT Employee,Low
P00601,Male,50+,Karnataka,Personal,Business Owner,Low
P00602,Male,50+,Karnataka,Personal,Government Employee,Medium
P00603,Female,18-25,Karnataka,Personal,Teacher,High
P00604,Female,50+,Tamil Nadu,Personal,IT Employee,Low
P00605,Male,36-50,Karnataka,Business,IT Employee,Medium
P00606,Male,18-25,Tamil Nadu,Personal,Student,Low
P00607,Female,26-35,Maharashtra,Personal,Teacher,Medium
P00608,Female,26-35,Tamil Nadu,Personal,Student,High
P00609,Male,50+,Andhra Pradesh,Business,Teacher,Medium
P00610,Female,18-25,Andhra Pradesh,Business,Student,High
P00611,Male,18-25,Delhi,Personal,Government Employee,Low
P00612,Female,26-35,Maharashtra,Business,IT Employee,High
P00613,Female,36-50,Tamil Nadu,Personal,IT Employee,Medium
P00614,Female,26-35,Andhra Pradesh,Personal,Government Employee,Low
P00615,Female,18-25,Delhi,Business,Doctor,High
P00616,Male,50+,Delhi,Business,Doctor,Medium
P00617,Male,36-50,Tamil Nadu,Personal,Doctor,Medium
P00618,Male,18-25,Delhi,Personal,Government Employee,Low
P00619,Male,26-35,Maharashtra,Personal,Government Employee,High
P00620,Male,18-25,Telangana,Business,IT Employee,Low
P00621,Female,26-35,Karnataka,Business,Student,Medium
P00622,Female,26-35,Maharashtra,Business,Teacher,High
P00623,Female,36-50,Maharashtra,Personal,Business Owner,High
P00624,Male,50+,Karnataka,Personal,Student,Medium
P00625,Female,26-35,Karnataka,Business,Business Owner,Medium
P00626,Female,18-25,Andhra Pradesh,Personal,Doctor,High
P00627,Male,18-25,Maharashtra,Business,Student,Medium
P00628,Female,50+,Tamil Nadu,Business,IT Employee,Medium
P00629,Male,26-35,Delhi,Personal,IT Employee,Medium
P00630,Female,50+,Karnataka,Personal,Teacher,Medium
P00631,Male,18-25,Andhra Pradesh,Personal,IT Employee,Low
P00632,Male,50+,Delhi,Business,Business Owner,High
P00633,Female,18-25,Delhi,Personal,Doctor,Medium
P00634,Male,26-35,Karnataka,Personal,Teacher,Low
P00635,Male,18-25,Maharashtra,Business,Teacher,High
P00636,Female,26-35,Tamil Nadu,Business,Student,Medium
P00637,Female,18-25,Telangana,Personal,Business Owner,Medium
P00638,Male,26-35,Andhra Pradesh,Personal,Business Owner,High
P00639,Female,18-25,Maharashtra,Personal,Business Owner,Low
P00640,Female,26-35,Delhi,Business,Government Employee,High
P00641,Female,26-35,Tamil Nadu,Business,Business Owner,Low
P00642,Female,18-25,Delhi,Business,Government Employee,Low
P00643,Male,26-35,Tamil Nadu,Business,Government Employee,Medium
P00644,Male,18-25,Telangana,Personal,Business Owner,High
P00645,Female,26-35,Tamil Nadu,Personal,IT Employee,Low
P00646,Male,36-50,Delhi,Business,IT Employee,High
P00647,Male,50+,Karnataka,Personal,Student,High
P00648,Male,18-25,Maharashtra,Business,Business Owner,Medium
P00649,Female,26-35,Delhi,Business,Student,Low
P00650,Male,50+,Karnataka,Business,Doctor,Medium
P00651,Female,36-50,Tamil Nadu,Business,Government Employee,Medium
P00652,Male,26-35,Andhra Pradesh,Business,Business Owner,High
P00653,Female,50+,Maharashtra,Personal,Doctor,High
P00654,Male,36-50,Delhi,Business,IT Employee,High
P00655,Male,26-35,Karnataka,Personal,Government Employee,Low
P00656,Female,26-35,Karnataka,Personal,Business Owner,High
P00657,Female,50+,Andhra Pradesh,Business,Business Owner,Medium
P00658,Female,18-25,Maharashtra,Business,Government Employee,High
P00659,Male,18-25,Maharashtra,Business,Doctor,High
P00660,Female,36-50,Telangana,Personal,Teacher,High
P00661,Male,50+,Maharashtra,Personal,Doctor,Medium
P00662,Male,18-25,Tamil Nadu,Personal,Business Owner,Medium
P00663,Female,36-50,Maharashtra,Business,IT Employee,Medium
P00664,Female,50+,Maharashtra,Business,Student,Low
P00665,Male,26-35,Delhi,Personal,Doctor,Medium
P00666,Female,18-25,Karnataka,Business,Business Owner,High
P00667,Female,50+,Telangana,Business,IT Employee,High
P00668,Female,36-50,Telangana,Personal,IT Employee,Low
P00669,Female,26-35,Maharashtra,Business,Business Owner,Medium
P00670,Female,50+,Tamil Nadu,Business,Doctor,Medium
P00671,Female,50+,Telangana,Personal,Government Employee,Medium
P00672,Male,26-35,Andhra Pradesh,Business,IT Employee,Low
P00673,Male,36-50,Tamil Nadu,Business,Government Employee,High
P00674,Female,18-25,Karnataka,Business,Teacher,High
P00675,Female,18-25,Andhra Pradesh,Business,Doctor,High
P00676,Female,36-50,Andhra Pradesh,Personal,IT Employee,High
P00677,Male,36-50,Telangana,Business,Student,Medium
P00678,Male,18-25,Telangana,Business,IT Employee,High
P00679,Male,18-25,Karnataka,Personal,Business Owner,Low
P00680,Female,50+,Karnataka,Personal,Teacher,Low
P00681,Male,26-35,Telangana,Business,Doctor,High
P00682,Female,36-50,Karnataka,Personal,Business Owner,Low
P00683,Male,18-25,Karnataka,Business,IT Employee,Medium
P00684,Female,26-35,Karnataka,Business,Teacher,Medium
P00685,Male,50+,Maharashtra,Personal,Student,Medium
P00686,Female,18-25,Andhra Pradesh,Personal,Doctor,Medium
P00687,Male,36-50,Karnataka,Business,Doctor,Medium
P00688,Male,50+,Andhra Pradesh,Business,IT Employee,High
P00689,Male,36-50,Andhra Pradesh,Personal,Student,Low
P00690,Male,18-25,Delhi,Business,Business Owner,Medium
P00691,Male,36-50,Telangana,Business,Government Employee,High
P00692,Male,36-50,Tamil Nadu,Personal,IT Employee,Medium
P00693,Female,36-50,Karnataka,Business,Teacher,Low
P00694,Female,26-35,Maharashtra,Business,Student,Low
P00695,Female,18-25,Maharashtra,Business,IT Employee,Low
P00696,Female,50+,Delhi,Personal,Teacher,High
P00697,Female,18-25,Tamil Nadu,Business,IT Employee,Medium
P00698,Female,18-25,Telangana,Business,Government Employee,Medium
P00699,Male,18-25,Telangana,Personal,Government Employee,Low
P00700,Male,36-50,Karnataka,Personal,Student,Medium
P00701,Female,50+,Tamil Nadu,Personal,IT Employee,Low
P00702,Male,18-25,Maharashtra,Business,Doctor,Medium
P00703,Male,50+,Delhi,Business,Student,High
P00704,Male,26-35,Tamil Nadu,Personal,Teacher,Low
P00705,Male,36-50,Maharashtra,Business,Student,Medium
P00706,Female,26-35,Andhra Pradesh,Personal,Teacher,Medium
P00707,Male,50+,Telangana,Personal,Government Employee,Low
P00708,Male,50+,Delhi,Business,Doctor,Medium
P00709,Female,26-35,Karnataka,Business,IT Employee,High
P00710,Male,18-25,Telangana,Business,Doctor,Medium
P00711,Male,50+,Karnataka,Business,Student,High
P00712,Male,50+,Maharashtra,Personal,Government Employee,High
P00713,Male,50+,Karnataka,Personal,Doctor,Low
P00714,Male,26-35,Andhra Pradesh,Personal,Doctor,Low
P00715,Female,26-35,Telangana,Business,Business Owner,Low
P00716,Male,36-50,Karnataka,Business,IT Employee,High
P00717,Male,26-35,Tamil Nadu,Personal,Doctor,Medium
P00718,Female,26-35,Maharashtra,Business,IT Employee,Medium
P00719,Male,18-25,Telangana,Business,Teacher,Medium
P00720,Female,50+,Tamil Nadu,Business,Student,Low
P00721,Female,50+,Telangana,Personal,Business Owner,Medium
P00722,Female,36-50,Andhra Pradesh,Personal,Government Employee,High
P00723,Male,26-35,Telangana,Personal,Business Owner,Low
P00724,Male,36-50,Delhi,Business,Government Employee,High
P00725,Female,18-25,Maharashtra,Personal,Doctor,Low
P00726,Male,50+,Telangana,Business,Government Employee,Low
P00727,Male,26-35,Andhra Pradesh,Business,Doctor,High
P00728,Female,50+,Maharashtra,Business,IT Employee,Medium
P00729,Male,36-50,Andhra Pradesh,Business,Doctor,Low
P00730,Male,26-35,Tamil Nadu,Personal,Student,Medium
P00731,Female,36-50,Karnataka,Business,Student,Low
P00732,Female,18-25,Maharashtra,Personal,Student,High
P00733,Male,36-50,Karnataka,Personal,Student,Low
P00734,Female,50+,Karnataka,Business,Doctor,High
P00735,Female,36-50,Andhra Pradesh,Business,Student,Medium
P00736,Female,36-50,Andhra Pradesh,Business,Government Employee,Medium
P00737,Female,36-50,Tamil Nadu,Business,IT Employee,Medium
P00738,Male,18-25,Karnataka,Business,IT Employee,Low
P00739,Male,18-25,Telangana,Personal,Doctor,Medium
P00740,Female,26-35,Delhi,Personal,Student,Low
P00741,Male,50+,Maharashtra,Business,Government Employee,High
P00742,Female,18-25,Maharashtra,Business,Student,High
P00743,Male,18-25,Tamil Nadu,Personal,Teacher,Low
P00744,Female,50+,Tamil Nadu,Personal,Business Owner,High
P00745,Female,36-50,Telangana,Business,Government Employee,High
P00746,Female,36-50,Andhra Pradesh,Personal,Government Employee,Low
P00747,Male,50+,Tamil Nadu,Business,IT Employee,Low
P00748,Male,26-35,Tamil Nadu,Personal,IT Employee,Low
P00749,Female,26-35,Karnataka,Business,Government Employee,Low
P00750,Female,18-25,Telangana,Personal,Government Employee,Low
P00751,Male,50+,Karnataka,Business,Student,Medium
P00752,Female,18-25,Andhra Pradesh,Personal,Student,High
P00753,Female,26-35,Telangana,Personal,Teacher,Low
P00754,Female,36-50,Maharashtra,Personal,Student,Medium
P00755,Female,50+,Telangana,Business,Doctor,High
P00756,Male,50+,Karnataka,Business,Business Owner,High
P00757,Female,26-35,Tamil Nadu,Personal,Student,Low
P00758,Female,26-35,Maharashtra,Business,Government Employee,Low
P00759,Male,18-25,Delhi,Business,Student,Medium
P00760,Female,18-25,Maharashtra,Business,Business Owner,Low
P00761,Male,18-25,Andhra Pradesh,Personal,IT Employee,High
P00762,Female,50+,Andhra Pradesh,Business,IT Employee,Low
P00763,Male,50+,Maharashtra,Personal,Teacher,High
P00764,Female,36-50,Karnataka,Personal,Student,Low
P00765,Female,50+,Telangana,Business,Government Employee,High
P00766,Female,26-35,Maharashtra,Business,Business Owner,Medium
P00767,Male,50+,Telangana,Personal,Government Employee,Medium
P00768,Male,26-35,Delhi,Business,Student,High
P00769,Male,26-35,Delhi,Personal,IT Employee,Low
P00770,Male,36-50,Maharashtra,Personal,Student,High
P00771,Male,18-25,Telangana,Business,Student,Low
P00772,Female,50+,Tamil Nadu,Business,Business Owner,Low
P00773,Male,26-35,Telangana,Business,Teacher,Low
P00774,Male,26-35,Telangana,Business,Student,Medium
P00775,Female,18-25,Telangana,Personal,IT Employee,Low
P00776,Female,26-35,Tamil Nadu,Business,Doctor,Medium
P00777,Female,36-50,Delhi,Business,Student,Low
P00778,Male,36-50,Karnataka,Business,Business Owner,Medium
P00779,Female,26-35,Telangana,Business,Teacher,Medium
P00780,Female,26-35,Karnataka,Personal,Business Owner,Low
P00781,Female,36-50,Tamil Nadu,Business,Teacher,High
P00782,Male,18-25,Andhra Pradesh,Personal,Government Employee,Medium
P00783,Male,18-25,Maharashtra,Business,IT Employee,High
P00784,Female,26-35,Maharashtra,Personal,Government Employee,Low
P00785,Female,18-25,Tamil Nadu,Business,Government Employee,Low
P00786,Female,18-25,Maharashtra,Personal,Teacher,Medium
P00787,Female,50+,Telangana,Personal,Teacher,Low
P00788,Male,26-35,Andhra Pradesh,Personal,Business Owner,Low
P00789,Male,18-25,Delhi,Business,Government Employee,Low
P00790,Male,50+,Andhra Pradesh,Business,Teacher,Low
P00791,Female,26-35,Delhi,Personal,Government Employee,High
P00792,Male,18-25,Tamil Nadu,Business,IT Employee,Medium
P00793,Female,50+,Karnataka,Personal,Doctor,High
P00794,Female,26-35,Tamil Nadu,Personal,Doctor,Low
P00795,Male,18-25,Delhi,Personal,Doctor,Medium
P00796,Male,26-35,Maharashtra,Personal,Teacher,Low
P00797,Male,18-25,Andhra Pradesh,Business,IT Employee,Low
P00798,Female,18-25,Karnataka,Personal,Teacher,Low
P00799,Female,36-50,Karnataka,Personal,Government Employee,Low
P00800,Female,26-35,Delhi,Personal,Student,Medium
P00801,Female,36-50,Maharashtra,Personal,Doctor,High
